label,size,model_condition,pid,time
4,232,model_3_SeedDen_0.25,1768826,30
5,370,model_3_SeedDen_0.25,1768826,30
6,242,model_3_SeedDen_0.25,1768826,30
7,264,model_3_SeedDen_0.25,1768826,30
8,223,model_3_SeedDen_0.25,1768826,30
9,262,model_3_SeedDen_0.25,1768826,30
10,253,model_3_SeedDen_0.25,1768826,30
11,231,model_3_SeedDen_0.25,1768826,30
12,158,model_3_SeedDen_0.25,1768826,30
0,756,model_3_SeedDen_0.25,1768826,40
1,1105,model_3_SeedDen_0.25,1768826,40
2,834,model_3_SeedDen_0.25,1768826,40
3,598,model_3_SeedDen_0.25,1768826,40
4,421,model_3_SeedDen_0.25,1768826,40
5,384,model_3_SeedDen_0.25,1768826,40
6,445,model_3_SeedDen_0.25,1768826,40
7,413,model_3_SeedDen_0.25,1768826,40
8,362,model_3_SeedDen_0.25,1768826,40
9,270,model_3_SeedDen_0.25,1768826,40
0,27,model_3_SeedDen_0.25,1769014,10
1,30,model_3_SeedDen_0.25,1769014,10
2,24,model_3_SeedDen_0.25,1769014,10
3,26,model_3_SeedDen_0.25,1769014,10
4,26,model_3_SeedDen_0.25,1769014,10
5,23,model_3_SeedDen_0.25,1769014,10
6,30,model_3_SeedDen_0.25,1769014,10
7,31,model_3_SeedDen_0.25,1769014,10
8,35,model_3_SeedDen_0.25,1769014,10
9,24,model_3_SeedDen_0.25,1769014,10
10,25,model_3_SeedDen_0.25,1769014,10
11,30,model_3_SeedDen_0.25,1769014,10
12,33,model_3_SeedDen_0.25,1769014,10
13,31,model_3_SeedDen_0.25,1769014,10
14,31,model_3_SeedDen_0.25,1769014,10
0,111,model_3_SeedDen_0.25,1769014,20
1,110,model_3_SeedDen_0.25,1769014,20
2,91,model_3_SeedDen_0.25,1769014,20
3,104,model_3_SeedDen_0.25,1769014,20
4,198,model_3_SeedDen_0.25,1769014,20
5,107,model_3_SeedDen_0.25,1769014,20
6,224,model_3_SeedDen_0.25,1769014,20
7,122,model_3_SeedDen_0.25,1769014,20
8,99,model_3_SeedDen_0.25,1769014,20
9,114,model_3_SeedDen_0.25,1769014,20
10,113,model_3_SeedDen_0.25,1769014,20
11,114,model_3_SeedDen_0.25,1769014,20
12,1,model_3_SeedDen_0.25,1769014,20
13,103,model_3_SeedDen_0.25,1769014,20
0,239,model_3_SeedDen_0.25,1769014,30
1,245,model_3_SeedDen_0.25,1769014,30
2,213,model_3_SeedDen_0.25,1769014,30
3,229,model_3_SeedDen_0.25,1769014,30
4,401,model_3_SeedDen_0.25,1769014,30
5,245,model_3_SeedDen_0.25,1769014,30
6,674,model_3_SeedDen_0.25,1769014,30
7,263,model_3_SeedDen_0.25,1769014,30
8,222,model_3_SeedDen_0.25,1769014,30
9,251,model_3_SeedDen_0.25,1769014,30
10,251,model_3_SeedDen_0.25,1769014,30
11,201,model_3_SeedDen_0.25,1769014,30
0,412,model_3_SeedDen_0.25,1769014,40
1,425,model_3_SeedDen_0.25,1769014,40
2,377,model_3_SeedDen_0.25,1769014,40
3,400,model_3_SeedDen_0.25,1769014,40
4,632,model_3_SeedDen_0.25,1769014,40
5,424,model_3_SeedDen_0.25,1769014,40
6,993,model_3_SeedDen_0.25,1769014,40
7,453,model_3_SeedDen_0.25,1769014,40
8,688,model_3_SeedDen_0.25,1769014,40
9,424,model_3_SeedDen_0.25,1769014,40
10,439,model_3_SeedDen_0.25,1769014,40
0,29,model_3_SeedDen_0.25,1768836,10
1,26,model_3_SeedDen_0.25,1768836,10
2,28,model_3_SeedDen_0.25,1768836,10
3,26,model_3_SeedDen_0.25,1768836,10
4,30,model_3_SeedDen_0.25,1768836,10
5,20,model_3_SeedDen_0.25,1768836,10
6,28,model_3_SeedDen_0.25,1768836,10
7,55,model_3_SeedDen_0.25,1768836,10
8,24,model_3_SeedDen_0.25,1768836,10
9,34,model_3_SeedDen_0.25,1768836,10
10,29,model_3_SeedDen_0.25,1768836,10
11,28,model_3_SeedDen_0.25,1768836,10
12,30,model_3_SeedDen_0.25,1768836,10
13,26,model_3_SeedDen_0.25,1768836,10
0,112,model_3_SeedDen_0.25,1768836,20
1,105,model_3_SeedDen_0.25,1768836,20
2,113,model_3_SeedDen_0.25,1768836,20
3,92,model_3_SeedDen_0.25,1768836,20
4,112,model_3_SeedDen_0.25,1768836,20
5,94,model_3_SeedDen_0.25,1768836,20
6,102,model_3_SeedDen_0.25,1768836,20
7,161,model_3_SeedDen_0.25,1768836,20
8,102,model_3_SeedDen_0.25,1768836,20
9,119,model_3_SeedDen_0.25,1768836,20
10,106,model_3_SeedDen_0.25,1768836,20
11,99,model_3_SeedDen_0.25,1768836,20
12,100,model_3_SeedDen_0.25,1768836,20
13,76,model_3_SeedDen_0.25,1768836,20
0,247,model_3_SeedDen_0.25,1768836,30
1,241,model_3_SeedDen_0.25,1768836,30
2,250,model_3_SeedDen_0.25,1768836,30
3,219,model_3_SeedDen_0.25,1768836,30
4,251,model_3_SeedDen_0.25,1768836,30
5,221,model_3_SeedDen_0.25,1768836,30
6,245,model_3_SeedDen_0.25,1768836,30
7,324,model_3_SeedDen_0.25,1768836,30
8,233,model_3_SeedDen_0.25,1768836,30
9,244,model_3_SeedDen_0.25,1768836,30
10,219,model_3_SeedDen_0.25,1768836,30
11,198,model_3_SeedDen_0.25,1768836,30
12,199,model_3_SeedDen_0.25,1768836,30
13,156,model_3_SeedDen_0.25,1768836,30
0,413,model_3_SeedDen_0.25,1768836,40
1,409,model_3_SeedDen_0.25,1768836,40
2,435,model_3_SeedDen_0.25,1768836,40
3,398,model_3_SeedDen_0.25,1768836,40
4,431,model_3_SeedDen_0.25,1768836,40
5,389,model_3_SeedDen_0.25,1768836,40
6,412,model_3_SeedDen_0.25,1768836,40
7,536,model_3_SeedDen_0.25,1768836,40
8,403,model_3_SeedDen_0.25,1768836,40
9,373,model_3_SeedDen_0.25,1768836,40
10,352,model_3_SeedDen_0.25,1768836,40
11,310,model_3_SeedDen_0.25,1768836,40
12,318,model_3_SeedDen_0.25,1768836,40
13,239,model_3_SeedDen_0.25,1768836,40
0,33,model_3_SeedDen_0.25,1768825,10
1,30,model_3_SeedDen_0.25,1768825,10
2,26,model_3_SeedDen_0.25,1768825,10
3,24,model_3_SeedDen_0.25,1768825,10
4,31,model_3_SeedDen_0.25,1768825,10
5,25,model_3_SeedDen_0.25,1768825,10
6,22,model_3_SeedDen_0.25,1768825,10
7,20,model_3_SeedDen_0.25,1768825,10
8,27,model_3_SeedDen_0.25,1768825,10
9,19,model_3_SeedDen_0.25,1768825,10
10,59,model_3_SeedDen_0.25,1768825,10
11,27,model_3_SeedDen_0.25,1768825,10
12,17,model_3_SeedDen_0.25,1768825,10
13,13,model_3_SeedDen_0.25,1768825,10
0,115,model_3_SeedDen_0.25,1768825,20
1,112,model_3_SeedDen_0.25,1768825,20
2,100,model_3_SeedDen_0.25,1768825,20
3,105,model_3_SeedDen_0.25,1768825,20
4,207,model_3_SeedDen_0.25,1768825,20
5,101,model_3_SeedDen_0.25,1768825,20
6,102,model_3_SeedDen_0.25,1768825,20
7,107,model_3_SeedDen_0.25,1768825,20
8,87,model_3_SeedDen_0.25,1768825,20
9,177,model_3_SeedDen_0.25,1768825,20
10,149,model_3_SeedDen_0.25,1768825,20
11,60,model_3_SeedDen_0.25,1768825,20
0,255,model_3_SeedDen_0.25,1768825,30
1,253,model_3_SeedDen_0.25,1768825,30
2,238,model_3_SeedDen_0.25,1768825,30
3,240,model_3_SeedDen_0.25,1768825,30
4,422,model_3_SeedDen_0.25,1768825,30
5,446,model_3_SeedDen_0.25,1768825,30
6,246,model_3_SeedDen_0.25,1768825,30
7,205,model_3_SeedDen_0.25,1768825,30
8,356,model_3_SeedDen_0.25,1768825,30
9,271,model_3_SeedDen_0.25,1768825,30
10,129,model_3_SeedDen_0.25,1768825,30
0,442,model_3_SeedDen_0.25,1768825,40
1,435,model_3_SeedDen_0.25,1768825,40
2,413,model_3_SeedDen_0.25,1768825,40
3,423,model_3_SeedDen_0.25,1768825,40
4,667,model_3_SeedDen_0.25,1768825,40
5,763,model_3_SeedDen_0.25,1768825,40
6,944,model_3_SeedDen_0.25,1768825,40
7,365,model_3_SeedDen_0.25,1768825,40
8,392,model_3_SeedDen_0.25,1768825,40
9,215,model_3_SeedDen_0.25,1768825,40
0,34,model_3_SeedDen_0.25,1769016,10
1,43,model_3_SeedDen_0.25,1769016,10
2,28,model_3_SeedDen_0.25,1769016,10
3,34,model_3_SeedDen_0.25,1769016,10
4,30,model_3_SeedDen_0.25,1769016,10
5,30,model_3_SeedDen_0.25,1769016,10
6,31,model_3_SeedDen_0.25,1769016,10
7,25,model_3_SeedDen_0.25,1769016,10
8,33,model_3_SeedDen_0.25,1769016,10
9,27,model_3_SeedDen_0.25,1769016,10
10,26,model_3_SeedDen_0.25,1769016,10
11,21,model_3_SeedDen_0.25,1769016,10
12,19,model_3_SeedDen_0.25,1769016,10
13,17,model_3_SeedDen_0.25,1769016,10
0,117,model_3_SeedDen_0.25,1769016,20
1,250,model_3_SeedDen_0.25,1769016,20
2,110,model_3_SeedDen_0.25,1769016,20
3,110,model_3_SeedDen_0.25,1769016,20
4,107,model_3_SeedDen_0.25,1769016,20
5,113,model_3_SeedDen_0.25,1769016,20
6,110,model_3_SeedDen_0.25,1769016,20
7,124,model_3_SeedDen_0.25,1769016,20
8,114,model_3_SeedDen_0.25,1769016,20
9,107,model_3_SeedDen_0.25,1769016,20
10,86,model_3_SeedDen_0.25,1769016,20
11,65,model_3_SeedDen_0.25,1769016,20
12,58,model_3_SeedDen_0.25,1769016,20
0,260,model_3_SeedDen_0.25,1769016,30
1,468,model_3_SeedDen_0.25,1769016,30
2,239,model_3_SeedDen_0.25,1769016,30
3,248,model_3_SeedDen_0.25,1769016,30
4,248,model_3_SeedDen_0.25,1769016,30
5,249,model_3_SeedDen_0.25,1769016,30
6,242,model_3_SeedDen_0.25,1769016,30
7,263,model_3_SeedDen_0.25,1769016,30
8,251,model_3_SeedDen_0.25,1769016,30
9,238,model_3_SeedDen_0.25,1769016,30
10,200,model_3_SeedDen_0.25,1769016,30
11,135,model_3_SeedDen_0.25,1769016,30
12,128,model_3_SeedDen_0.25,1769016,30
0,442,model_3_SeedDen_0.25,1769016,40
1,731,model_3_SeedDen_0.25,1769016,40
2,1,model_3_SeedDen_0.25,1769016,40
3,858,model_3_SeedDen_0.25,1769016,40
4,808,model_3_SeedDen_0.25,1769016,40
5,437,model_3_SeedDen_0.25,1769016,40
6,433,model_3_SeedDen_0.25,1769016,40
7,442,model_3_SeedDen_0.25,1769016,40
8,411,model_3_SeedDen_0.25,1769016,40
9,314,model_3_SeedDen_0.25,1769016,40
10,236,model_3_SeedDen_0.25,1769016,40
11,223,model_3_SeedDen_0.25,1769016,40
0,27,model_3_SeedDen_0.25,1769013,10
1,24,model_3_SeedDen_0.25,1769013,10
2,33,model_3_SeedDen_0.25,1769013,10
3,23,model_3_SeedDen_0.25,1769013,10
4,24,model_3_SeedDen_0.25,1769013,10
5,30,model_3_SeedDen_0.25,1769013,10
6,24,model_3_SeedDen_0.25,1769013,10
7,32,model_3_SeedDen_0.25,1769013,10
8,18,model_3_SeedDen_0.25,1769013,10
9,21,model_3_SeedDen_0.25,1769013,10
10,32,model_3_SeedDen_0.25,1769013,10
11,28,model_3_SeedDen_0.25,1769013,10
12,30,model_3_SeedDen_0.25,1769013,10
13,27,model_3_SeedDen_0.25,1769013,10
14,26,model_3_SeedDen_0.25,1769013,10
0,103,model_3_SeedDen_0.25,1769013,20
1,105,model_3_SeedDen_0.25,1769013,20
2,123,model_3_SeedDen_0.25,1769013,20
3,103,model_3_SeedDen_0.25,1769013,20
4,107,model_3_SeedDen_0.25,1769013,20
5,117,model_3_SeedDen_0.25,1769013,20
6,93,model_3_SeedDen_0.25,1769013,20
7,121,model_3_SeedDen_0.25,1769013,20
8,78,model_3_SeedDen_0.25,1769013,20
9,98,model_3_SeedDen_0.25,1769013,20
10,117,model_3_SeedDen_0.25,1769013,20
11,112,model_3_SeedDen_0.25,1769013,20
12,118,model_3_SeedDen_0.25,1769013,20
13,102,model_3_SeedDen_0.25,1769013,20
14,86,model_3_SeedDen_0.25,1769013,20
0,234,model_3_SeedDen_0.25,1769013,30
1,229,model_3_SeedDen_0.25,1769013,30
2,264,model_3_SeedDen_0.25,1769013,30
3,430,model_3_SeedDen_0.25,1769013,30
4,465,model_3_SeedDen_0.25,1769013,30
5,266,model_3_SeedDen_0.25,1769013,30
6,188,model_3_SeedDen_0.25,1769013,30
7,216,model_3_SeedDen_0.25,1769013,30
8,251,model_3_SeedDen_0.25,1769013,30
9,447,model_3_SeedDen_0.25,1769013,30
10,239,model_3_SeedDen_0.25,1769013,30
11,167,model_3_SeedDen_0.25,1769013,30
0,834,model_3_SeedDen_0.25,1769013,40
1,409,model_3_SeedDen_0.25,1769013,40
2,702,model_3_SeedDen_0.25,1769013,40
3,721,model_3_SeedDen_0.25,1769013,40
4,457,model_3_SeedDen_0.25,1769013,40
5,361,model_3_SeedDen_0.25,1769013,40
6,386,model_3_SeedDen_0.25,1769013,40
7,1062,model_3_SeedDen_0.25,1769013,40
8,434,model_3_SeedDen_0.25,1769013,40
9,273,model_3_SeedDen_0.25,1769013,40
10,1,model_3_SeedDen_0.25,1769013,40
0,29,model_3_SeedDen_0.25,1769012,10
1,22,model_3_SeedDen_0.25,1769012,10
2,33,model_3_SeedDen_0.25,1769012,10
3,28,model_3_SeedDen_0.25,1769012,10
4,26,model_3_SeedDen_0.25,1769012,10
5,22,model_3_SeedDen_0.25,1769012,10
6,32,model_3_SeedDen_0.25,1769012,10
7,26,model_3_SeedDen_0.25,1769012,10
8,31,model_3_SeedDen_0.25,1769012,10
9,30,model_3_SeedDen_0.25,1769012,10
10,28,model_3_SeedDen_0.25,1769012,10
11,24,model_3_SeedDen_0.25,1769012,10
12,30,model_3_SeedDen_0.25,1769012,10
13,30,model_3_SeedDen_0.25,1769012,10
14,23,model_3_SeedDen_0.25,1769012,10
0,111,model_3_SeedDen_0.25,1769012,20
1,91,model_3_SeedDen_0.25,1769012,20
2,118,model_3_SeedDen_0.25,1769012,20
3,213,model_3_SeedDen_0.25,1769012,20
4,99,model_3_SeedDen_0.25,1769012,20
5,108,model_3_SeedDen_0.25,1769012,20
6,105,model_3_SeedDen_0.25,1769012,20
7,213,model_3_SeedDen_0.25,1769012,20
8,107,model_3_SeedDen_0.25,1769012,20
9,102,model_3_SeedDen_0.25,1769012,20
10,116,model_3_SeedDen_0.25,1769012,20
11,116,model_3_SeedDen_0.25,1769012,20
12,83,model_3_SeedDen_0.25,1769012,20
0,251,model_3_SeedDen_0.25,1769012,30
1,213,model_3_SeedDen_0.25,1769012,30
2,259,model_3_SeedDen_0.25,1769012,30
3,407,model_3_SeedDen_0.25,1769012,30
4,232,model_3_SeedDen_0.25,1769012,30
5,698,model_3_SeedDen_0.25,1769012,30
6,236,model_3_SeedDen_0.25,1769012,30
7,417,model_3_SeedDen_0.25,1769012,30
8,229,model_3_SeedDen_0.25,1769012,30
9,229,model_3_SeedDen_0.25,1769012,30
10,168,model_3_SeedDen_0.25,1769012,30
0,430,model_3_SeedDen_0.25,1769012,40
1,378,model_3_SeedDen_0.25,1769012,40
2,1089,model_3_SeedDen_0.25,1769012,40
3,401,model_3_SeedDen_0.25,1769012,40
4,1028,model_3_SeedDen_0.25,1769012,40
5,417,model_3_SeedDen_0.25,1769012,40
6,639,model_3_SeedDen_0.25,1769012,40
7,397,model_3_SeedDen_0.25,1769012,40
8,349,model_3_SeedDen_0.25,1769012,40
9,272,model_3_SeedDen_0.25,1769012,40
0,27,model_3_SeedDen_0.25,1768835,10
1,22,model_3_SeedDen_0.25,1768835,10
2,27,model_3_SeedDen_0.25,1768835,10
3,28,model_3_SeedDen_0.25,1768835,10
4,31,model_3_SeedDen_0.25,1768835,10
5,25,model_3_SeedDen_0.25,1768835,10
6,25,model_3_SeedDen_0.25,1768835,10
7,24,model_3_SeedDen_0.25,1768835,10
8,27,model_3_SeedDen_0.25,1768835,10
9,28,model_3_SeedDen_0.25,1768835,10
10,27,model_3_SeedDen_0.25,1768835,10
11,34,model_3_SeedDen_0.25,1768835,10
12,32,model_3_SeedDen_0.25,1768835,10
13,25,model_3_SeedDen_0.25,1768835,10
14,22,model_3_SeedDen_0.25,1768835,10
0,109,model_3_SeedDen_0.25,1768835,20
1,100,model_3_SeedDen_0.25,1768835,20
2,95,model_3_SeedDen_0.25,1768835,20
3,111,model_3_SeedDen_0.25,1768835,20
4,118,model_3_SeedDen_0.25,1768835,20
5,103,model_3_SeedDen_0.25,1768835,20
6,109,model_3_SeedDen_0.25,1768835,20
7,102,model_3_SeedDen_0.25,1768835,20
8,108,model_3_SeedDen_0.25,1768835,20
9,104,model_3_SeedDen_0.25,1768835,20
10,108,model_3_SeedDen_0.25,1768835,20
11,125,model_3_SeedDen_0.25,1768835,20
12,119,model_3_SeedDen_0.25,1768835,20
13,101,model_3_SeedDen_0.25,1768835,20
14,71,model_3_SeedDen_0.25,1768835,20
0,244,model_3_SeedDen_0.25,1768835,30
1,206,model_3_SeedDen_0.25,1768835,30
2,230,model_3_SeedDen_0.25,1768835,30
3,244,model_3_SeedDen_0.25,1768835,30
4,260,model_3_SeedDen_0.25,1768835,30
5,235,model_3_SeedDen_0.25,1768835,30
6,244,model_3_SeedDen_0.25,1768835,30
7,222,model_3_SeedDen_0.25,1768835,30
8,232,model_3_SeedDen_0.25,1768835,30
9,446,model_3_SeedDen_0.25,1768835,30
10,240,model_3_SeedDen_0.25,1768835,30
11,257,model_3_SeedDen_0.25,1768835,30
12,231,model_3_SeedDen_0.25,1768835,30
13,150,model_3_SeedDen_0.25,1768835,30
0,782,model_3_SeedDen_0.25,1768835,40
1,410,model_3_SeedDen_0.25,1768835,40
2,431,model_3_SeedDen_0.25,1768835,40
3,859,model_3_SeedDen_0.25,1768835,40
4,398,model_3_SeedDen_0.25,1768835,40
5,404,model_3_SeedDen_0.25,1768835,40
6,406,model_3_SeedDen_0.25,1768835,40
7,671,model_3_SeedDen_0.25,1768835,40
8,420,model_3_SeedDen_0.25,1768835,40
9,399,model_3_SeedDen_0.25,1768835,40
10,353,model_3_SeedDen_0.25,1768835,40
11,1,model_3_SeedDen_0.25,1768835,40
12,249,model_3_SeedDen_0.25,1768835,40
0,28,model_3_SeedDen_0.25,1768832,10
1,26,model_3_SeedDen_0.25,1768832,10
2,33,model_3_SeedDen_0.25,1768832,10
3,31,model_3_SeedDen_0.25,1768832,10
4,29,model_3_SeedDen_0.25,1768832,10
5,26,model_3_SeedDen_0.25,1768832,10
6,25,model_3_SeedDen_0.25,1768832,10
7,24,model_3_SeedDen_0.25,1768832,10
8,24,model_3_SeedDen_0.25,1768832,10
9,18,model_3_SeedDen_0.25,1768832,10
10,25,model_3_SeedDen_0.25,1768832,10
11,31,model_3_SeedDen_0.25,1768832,10
12,33,model_3_SeedDen_0.25,1768832,10
13,33,model_3_SeedDen_0.25,1768832,10
14,23,model_3_SeedDen_0.25,1768832,10
0,105,model_3_SeedDen_0.25,1768832,20
1,103,model_3_SeedDen_0.25,1768832,20
2,111,model_3_SeedDen_0.25,1768832,20
3,109,model_3_SeedDen_0.25,1768832,20
4,204,model_3_SeedDen_0.25,1768832,20
5,100,model_3_SeedDen_0.25,1768832,20
6,99,model_3_SeedDen_0.25,1768832,20
7,100,model_3_SeedDen_0.25,1768832,20
8,83,model_3_SeedDen_0.25,1768832,20
9,105,model_3_SeedDen_0.25,1768832,20
10,116,model_3_SeedDen_0.25,1768832,20
11,113,model_3_SeedDen_0.25,1768832,20
12,113,model_3_SeedDen_0.25,1768832,20
13,75,model_3_SeedDen_0.25,1768832,20
0,717,model_3_SeedDen_0.25,1768832,30
1,248,model_3_SeedDen_0.25,1768832,30
2,400,model_3_SeedDen_0.25,1768832,30
3,228,model_3_SeedDen_0.25,1768832,30
4,224,model_3_SeedDen_0.25,1768832,30
5,227,model_3_SeedDen_0.25,1768832,30
6,199,model_3_SeedDen_0.25,1768832,30
7,226,model_3_SeedDen_0.25,1768832,30
8,242,model_3_SeedDen_0.25,1768832,30
9,249,model_3_SeedDen_0.25,1768832,30
10,242,model_3_SeedDen_0.25,1768832,30
11,154,model_3_SeedDen_0.25,1768832,30
0,1093,model_3_SeedDen_0.25,1768832,40
1,427,model_3_SeedDen_0.25,1768832,40
2,646,model_3_SeedDen_0.25,1768832,40
3,800,model_3_SeedDen_0.25,1768832,40
4,394,model_3_SeedDen_0.25,1768832,40
5,364,model_3_SeedDen_0.25,1768832,40
6,1,model_3_SeedDen_0.25,1768832,40
7,417,model_3_SeedDen_0.25,1768832,40
8,419,model_3_SeedDen_0.25,1768832,40
9,422,model_3_SeedDen_0.25,1768832,40
10,414,model_3_SeedDen_0.25,1768832,40
11,256,model_3_SeedDen_0.25,1768832,40
12,1,model_3_SeedDen_0.25,1768832,40
0,27,model_3_SeedDen_0.25,1769011,10
1,31,model_3_SeedDen_0.25,1769011,10
2,26,model_3_SeedDen_0.25,1769011,10
3,27,model_3_SeedDen_0.25,1769011,10
4,31,model_3_SeedDen_0.25,1769011,10
5,29,model_3_SeedDen_0.25,1769011,10
6,26,model_3_SeedDen_0.25,1769011,10
7,30,model_3_SeedDen_0.25,1769011,10
8,29,model_3_SeedDen_0.25,1769011,10
9,31,model_3_SeedDen_0.25,1769011,10
10,27,model_3_SeedDen_0.25,1769011,10
11,26,model_3_SeedDen_0.25,1769011,10
12,17,model_3_SeedDen_0.25,1769011,10
13,24,model_3_SeedDen_0.25,1769011,10
0,112,model_3_SeedDen_0.25,1769011,20
1,111,model_3_SeedDen_0.25,1769011,20
2,105,model_3_SeedDen_0.25,1769011,20
3,111,model_3_SeedDen_0.25,1769011,20
4,108,model_3_SeedDen_0.25,1769011,20
5,107,model_3_SeedDen_0.25,1769011,20
6,105,model_3_SeedDen_0.25,1769011,20
7,114,model_3_SeedDen_0.25,1769011,20
8,117,model_3_SeedDen_0.25,1769011,20
9,111,model_3_SeedDen_0.25,1769011,20
10,191,model_3_SeedDen_0.25,1769011,20
11,107,model_3_SeedDen_0.25,1769011,20
12,67,model_3_SeedDen_0.25,1769011,20
0,498,model_3_SeedDen_0.25,1769011,30
1,240,model_3_SeedDen_0.25,1769011,30
2,240,model_3_SeedDen_0.25,1769011,30
3,240,model_3_SeedDen_0.25,1769011,30
4,239,model_3_SeedDen_0.25,1769011,30
5,228,model_3_SeedDen_0.25,1769011,30
6,247,model_3_SeedDen_0.25,1769011,30
7,252,model_3_SeedDen_0.25,1769011,30
8,243,model_3_SeedDen_0.25,1769011,30
9,377,model_3_SeedDen_0.25,1769011,30
10,247,model_3_SeedDen_0.25,1769011,30
11,141,model_3_SeedDen_0.25,1769011,30
0,1652,model_3_SeedDen_0.25,1769011,40
1,423,model_3_SeedDen_0.25,1769011,40
2,416,model_3_SeedDen_0.25,1769011,40
3,409,model_3_SeedDen_0.25,1769011,40
4,423,model_3_SeedDen_0.25,1769011,40
5,435,model_3_SeedDen_0.25,1769011,40
6,418,model_3_SeedDen_0.25,1769011,40
7,626,model_3_SeedDen_0.25,1769011,40
8,423,model_3_SeedDen_0.25,1769011,40
9,231,model_3_SeedDen_0.25,1769011,40
0,29,model_1_SeedDen_1,1471564,10
1,33,model_1_SeedDen_1,1471564,10
2,57,model_1_SeedDen_1,1471564,10
3,35,model_1_SeedDen_1,1471564,10
4,25,model_1_SeedDen_1,1471564,10
5,28,model_1_SeedDen_1,1471564,10
6,29,model_1_SeedDen_1,1471564,10
7,30,model_1_SeedDen_1,1471564,10
8,55,model_1_SeedDen_1,1471564,10
9,25,model_1_SeedDen_1,1471564,10
10,28,model_1_SeedDen_1,1471564,10
11,18,model_1_SeedDen_1,1471564,10
12,33,model_1_SeedDen_1,1471564,10
13,33,model_1_SeedDen_1,1471564,10
14,27,model_1_SeedDen_1,1471564,10
15,25,model_1_SeedDen_1,1471564,10
16,52,model_1_SeedDen_1,1471564,10
17,25,model_1_SeedDen_1,1471564,10
18,34,model_1_SeedDen_1,1471564,10
19,36,model_1_SeedDen_1,1471564,10
20,27,model_1_SeedDen_1,1471564,10
21,33,model_1_SeedDen_1,1471564,10
22,30,model_1_SeedDen_1,1471564,10
23,33,model_1_SeedDen_1,1471564,10
24,28,model_1_SeedDen_1,1471564,10
25,24,model_1_SeedDen_1,1471564,10
26,33,model_1_SeedDen_1,1471564,10
27,27,model_1_SeedDen_1,1471564,10
28,30,model_1_SeedDen_1,1471564,10
29,47,model_1_SeedDen_1,1471564,10
30,27,model_1_SeedDen_1,1471564,10
31,29,model_1_SeedDen_1,1471564,10
32,29,model_1_SeedDen_1,1471564,10
33,34,model_1_SeedDen_1,1471564,10
34,30,model_1_SeedDen_1,1471564,10
35,29,model_1_SeedDen_1,1471564,10
36,58,model_1_SeedDen_1,1471564,10
37,28,model_1_SeedDen_1,1471564,10
38,32,model_1_SeedDen_1,1471564,10
39,26,model_1_SeedDen_1,1471564,10
40,24,model_1_SeedDen_1,1471564,10
41,32,model_1_SeedDen_1,1471564,10
42,24,model_1_SeedDen_1,1471564,10
43,57,model_1_SeedDen_1,1471564,10
44,29,model_1_SeedDen_1,1471564,10
45,28,model_1_SeedDen_1,1471564,10
46,28,model_1_SeedDen_1,1471564,10
47,30,model_1_SeedDen_1,1471564,10
48,28,model_1_SeedDen_1,1471564,10
49,29,model_1_SeedDen_1,1471564,10
50,43,model_1_SeedDen_1,1471564,10
51,17,model_1_SeedDen_1,1471564,10
52,17,model_1_SeedDen_1,1471564,10
53,11,model_1_SeedDen_1,1471564,10
0,468,model_1_SeedDen_1,1471564,20
1,118,model_1_SeedDen_1,1471564,20
2,103,model_1_SeedDen_1,1471564,20
3,110,model_1_SeedDen_1,1471564,20
4,117,model_1_SeedDen_1,1471564,20
5,158,model_1_SeedDen_1,1471564,20
6,92,model_1_SeedDen_1,1471564,20
7,116,model_1_SeedDen_1,1471564,20
8,84,model_1_SeedDen_1,1471564,20
9,114,model_1_SeedDen_1,1471564,20
10,101,model_1_SeedDen_1,1471564,20
11,258,model_1_SeedDen_1,1471564,20
12,118,model_1_SeedDen_1,1471564,20
13,97,model_1_SeedDen_1,1471564,20
14,124,model_1_SeedDen_1,1471564,20
15,119,model_1_SeedDen_1,1471564,20
16,104,model_1_SeedDen_1,1471564,20
17,121,model_1_SeedDen_1,1471564,20
18,113,model_1_SeedDen_1,1471564,20
19,119,model_1_SeedDen_1,1471564,20
20,107,model_1_SeedDen_1,1471564,20
21,98,model_1_SeedDen_1,1471564,20
22,203,model_1_SeedDen_1,1471564,20
23,111,model_1_SeedDen_1,1471564,20
24,113,model_1_SeedDen_1,1471564,20
25,389,model_1_SeedDen_1,1471564,20
26,113,model_1_SeedDen_1,1471564,20
27,194,model_1_SeedDen_1,1471564,20
28,215,model_1_SeedDen_1,1471564,20
29,436,model_1_SeedDen_1,1471564,20
30,110,model_1_SeedDen_1,1471564,20
31,104,model_1_SeedDen_1,1471564,20
32,99,model_1_SeedDen_1,1471564,20
33,99,model_1_SeedDen_1,1471564,20
34,104,model_1_SeedDen_1,1471564,20
35,99,model_1_SeedDen_1,1471564,20
36,98,model_1_SeedDen_1,1471564,20
37,89,model_1_SeedDen_1,1471564,20
38,106,model_1_SeedDen_1,1471564,20
39,58,model_1_SeedDen_1,1471564,20
40,60,model_1_SeedDen_1,1471564,20
41,54,model_1_SeedDen_1,1471564,20
0,1781,model_1_SeedDen_1,1471564,30
1,504,model_1_SeedDen_1,1471564,30
2,254,model_1_SeedDen_1,1471564,30
3,228,model_1_SeedDen_1,1471564,30
4,259,model_1_SeedDen_1,1471564,30
5,211,model_1_SeedDen_1,1471564,30
6,492,model_1_SeedDen_1,1471564,30
